wage_eur,age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
7000.0,32.0,180.0,73.0,b'Argentina',73.0,73.0,66.0,53.0,74.0,69.0,60.0,66.0,64.0,50.0,64.0,72.0,76.0,77.0,72.0,70.0,62.0,70.0,68.0,7.0,7.0,15.0,14.0,16.0
18000.0,32.0,175.0,70.0,b'Argentina',73.0,73.0,72.0,58.0,49.0,80.0,48.0,67.0,83.0,74.0,78.0,77.0,63.0,66.0,70.0,75.0,64.0,58.0,57.0,12.0,10.0,14.0,6.0,9.0
11000.0,31.0,176.0,74.0,b'Argentina',73.0,73.0,60.0,32.0,74.0,72.0,33.0,63.0,31.0,34.0,64.0,64.0,70.0,72.0,73.0,71.0,71.0,73.0,71.0,14.0,6.0,8.0,11.0,15.0
11000.0,30.0,188.0,78.0,b'Argentina',73.0,74.0,18.0,18.0,12.0,29.0,15.0,20.0,17.0,17.0,13.0,23.0,55.0,43.0,43.0,63.0,53.0,18.0,13.0,74.0,70.0,69.0,73.0,75.0
1000.0,28.0,172.0,75.0,b'Argentina',73.0,73.0,67.0,72.0,59.0,71.0,59.0,72.0,65.0,69.0,69.0,71.0,76.0,79.0,77.0,69.0,71.0,75.0,68.0,11.0,14.0,10.0,9.0,14.0
9000.0,30.0,188.0,78.0,b'Argentina',73.0,73.0,18.0,20.0,12.0,34.0,16.0,23.0,24.0,19.0,30.0,25.0,58.0,48.0,53.0,71.0,53.0,13.0,21.0,73.0,69.0,68.0,72.0,74.0
8000.0,27.0,179.0,70.0,b'France',73.0,74.0,65.0,74.0,68.0,71.0,72.0,70.0,68.0,62.0,61.0,72.0,75.0,74.0,74.0,78.0,73.0,48.0,46.0,8.0,7.0,13.0,8.0,8.0
14000.0,30.0,180.0,72.0,b'Argentina',73.0,73.0,75.0,71.0,74.0,67.0,73.0,74.0,57.0,57.0,65.0,69.0,81.0,86.0,78.0,72.0,69.0,49.0,47.0,8.0,7.0,10.0,14.0,15.0
12000.0,29.0,180.0,77.0,b'Austria',73.0,73.0,73.0,62.0,56.0,70.0,64.0,73.0,59.0,49.0,66.0,72.0,78.0,83.0,71.0,72.0,71.0,65.0,60.0,11.0,11.0,7.0,7.0,9.0
15000.0,26.0,181.0,74.0,b'France',73.0,76.0,45.0,35.0,75.0,65.0,42.0,48.0,38.0,35.0,63.0,65.0,55.0,55.0,57.0,69.0,70.0,76.0,71.0,10.0,14.0,10.0,11.0,13.0
14000.0,31.0,186.0,80.0,b'Brazil',73.0,73.0,56.0,76.0,81.0,70.0,70.0,63.0,52.0,39.0,58.0,66.0,66.0,70.0,75.0,70.0,63.0,28.0,20.0,6.0,10.0,8.0,12.0,9.0
25000.0,26.0,178.0,65.0,b'Spain',73.0,73.0,72.0,70.0,62.0,73.0,70.0,74.0,70.0,69.0,66.0,73.0,73.0,72.0,69.0,76.0,67.0,50.0,40.0,9.0,9.0,11.0,11.0,14.0
13000.0,26.0,188.0,80.0,b'Brazil',73.0,75.0,63.0,24.0,70.0,62.0,28.0,57.0,29.0,30.0,57.0,60.0,55.0,64.0,50.0,66.0,40.0,78.0,74.0,11.0,11.0,14.0,11.0,14.0
19000.0,24.0,183.0,70.0,b'Spain',73.0,78.0,71.0,46.0,70.0,73.0,55.0,69.0,70.0,69.0,70.0,73.0,71.0,71.0,67.0,73.0,62.0,72.0,71.0,14.0,9.0,7.0,7.0,14.0
10000.0,27.0,180.0,78.0,b'Iran',73.0,73.0,70.0,67.0,62.0,71.0,74.0,77.0,64.0,46.0,62.0,76.0,76.0,77.0,78.0,70.0,75.0,37.0,40.0,13.0,11.0,9.0,7.0,7.0
31000.0,25.0,186.0,79.0,b'Croatia',73.0,76.0,67.0,51.0,74.0,66.0,43.0,60.0,45.0,30.0,60.0,65.0,70.0,65.0,67.0,65.0,65.0,75.0,73.0,15.0,13.0,10.0,10.0,12.0
29000.0,31.0,180.0,75.0,b'Sweden',73.0,73.0,66.0,44.0,68.0,66.0,40.0,56.0,33.0,22.0,57.0,68.0,75.0,73.0,72.0,71.0,78.0,76.0,75.0,7.0,9.0,12.0,8.0,14.0
14000.0,31.0,173.0,63.0,b'Italy',73.0,73.0,69.0,45.0,54.0,65.0,51.0,67.0,58.0,37.0,68.0,65.0,92.0,85.0,84.0,69.0,86.0,70.0,69.0,15.0,8.0,9.0,15.0,9.0
850.0,28.0,186.0,80.0,b'Austria',73.0,75.0,16.0,8.0,19.0,22.0,11.0,12.0,12.0,19.0,17.0,16.0,35.0,45.0,65.0,67.0,55.0,14.0,15.0,77.0,70.0,60.0,69.0,77.0
34000.0,28.0,190.0,78.0,b'Congo DR',73.0,73.0,69.0,56.0,71.0,72.0,54.0,66.0,70.0,37.0,74.0,71.0,67.0,68.0,64.0,75.0,64.0,73.0,70.0,13.0,15.0,8.0,13.0,14.0
10000.0,27.0,175.0,68.0,b'Netherlands',73.0,73.0,77.0,66.0,60.0,75.0,63.0,74.0,80.0,76.0,74.0,77.0,73.0,68.0,74.0,69.0,76.0,62.0,53.0,10.0,12.0,13.0,11.0,10.0
28000.0,26.0,173.0,71.0,b'Republic of Ireland',73.0,76.0,65.0,70.0,74.0,73.0,72.0,69.0,53.0,48.0,69.0,71.0,73.0,76.0,76.0,74.0,76.0,70.0,68.0,13.0,16.0,12.0,11.0,14.0
12000.0,26.0,199.0,85.0,b'England',73.0,76.0,27.0,30.0,81.0,60.0,32.0,47.0,27.0,28.0,60.0,60.0,51.0,54.0,43.0,71.0,53.0,70.0,71.0,8.0,10.0,13.0,12.0,10.0
22000.0,28.0,179.0,70.0,b'Equatorial Guinea',73.0,73.0,74.0,42.0,62.0,59.0,40.0,59.0,66.0,41.0,62.0,67.0,79.0,88.0,75.0,62.0,60.0,68.0,70.0,7.0,8.0,13.0,13.0,10.0
6000.0,41.0,183.0,84.0,b'Argentina',73.0,73.0,18.0,20.0,14.0,26.0,18.0,17.0,14.0,21.0,19.0,22.0,41.0,42.0,32.0,73.0,51.0,14.0,15.0,70.0,69.0,69.0,77.0,74.0
2000.0,34.0,185.0,77.0,b'Uruguay',73.0,73.0,36.0,28.0,78.0,57.0,36.0,30.0,35.0,40.0,57.0,48.0,55.0,60.0,32.0,61.0,72.0,74.0,70.0,10.0,15.0,6.0,14.0,7.0
1000.0,29.0,196.0,98.0,b'France',73.0,73.0,30.0,75.0,76.0,61.0,68.0,71.0,55.0,44.0,52.0,73.0,67.0,68.0,56.0,71.0,43.0,28.0,23.0,8.0,10.0,12.0,14.0,8.0
27000.0,31.0,179.0,75.0,b'Brazil',73.0,73.0,72.0,59.0,67.0,74.0,55.0,67.0,71.0,71.0,72.0,75.0,62.0,62.0,59.0,68.0,63.0,71.0,69.0,11.0,11.0,7.0,11.0,11.0
17000.0,29.0,192.0,95.0,b'Senegal',73.0,74.0,61.0,41.0,75.0,62.0,26.0,58.0,35.0,29.0,70.0,62.0,68.0,78.0,48.0,64.0,36.0,72.0,72.0,14.0,15.0,11.0,15.0,13.0
8000.0,26.0,168.0,66.0,b'United States',73.0,74.0,66.0,67.0,46.0,68.0,61.0,74.0,72.0,47.0,62.0,70.0,81.0,81.0,79.0,68.0,79.0,62.0,57.0,16.0,10.0,9.0,13.0,14.0
18000.0,26.0,175.0,72.0,b'Denmark',73.0,75.0,70.0,69.0,49.0,74.0,59.0,74.0,67.0,69.0,69.0,74.0,75.0,72.0,73.0,70.0,73.0,64.0,59.0,9.0,15.0,14.0,9.0,9.0
17000.0,29.0,180.0,75.0,b'Benin',73.0,73.0,65.0,72.0,58.0,67.0,56.0,74.0,54.0,37.0,69.0,72.0,81.0,85.0,70.0,71.0,69.0,41.0,35.0,9.0,13.0,15.0,9.0,14.0
5000.0,27.0,180.0,75.0,b'Gabon',73.0,74.0,61.0,52.0,67.0,73.0,53.0,68.0,68.0,46.0,73.0,72.0,71.0,70.0,69.0,67.0,74.0,72.0,72.0,10.0,13.0,16.0,7.0,15.0
16000.0,25.0,171.0,67.0,b'Spain',73.0,76.0,65.0,75.0,57.0,75.0,69.0,74.0,65.0,64.0,74.0,75.0,77.0,71.0,80.0,67.0,82.0,68.0,55.0,8.0,7.0,8.0,8.0,7.0
9000.0,26.0,177.0,70.0,b'Portugal',73.0,76.0,74.0,53.0,59.0,71.0,60.0,72.0,72.0,70.0,65.0,71.0,75.0,74.0,72.0,74.0,72.0,71.0,73.0,11.0,13.0,16.0,14.0,6.0
16000.0,28.0,181.0,76.0,b'Colombia',73.0,73.0,62.0,27.0,67.0,70.0,59.0,58.0,34.0,34.0,60.0,61.0,84.0,83.0,73.0,68.0,66.0,68.0,70.0,15.0,18.0,16.0,16.0,12.0
30000.0,25.0,191.0,80.0,b'Poland',73.0,76.0,41.0,52.0,75.0,61.0,49.0,46.0,29.0,40.0,51.0,60.0,67.0,67.0,53.0,72.0,59.0,72.0,66.0,14.0,10.0,9.0,12.0,7.0
19000.0,31.0,187.0,78.0,b'Spain',73.0,73.0,73.0,70.0,69.0,73.0,71.0,72.0,72.0,43.0,68.0,73.0,76.0,73.0,65.0,64.0,51.0,45.0,34.0,13.0,16.0,11.0,6.0,14.0
18000.0,31.0,182.0,80.0,b'Colombia',73.0,73.0,55.0,36.0,74.0,66.0,38.0,44.0,50.0,36.0,56.0,61.0,74.0,72.0,69.0,71.0,55.0,75.0,73.0,7.0,13.0,6.0,7.0,6.0
39000.0,26.0,186.0,83.0,b'Finland',73.0,74.0,54.0,75.0,75.0,69.0,75.0,69.0,65.0,45.0,45.0,71.0,64.0,63.0,67.0,74.0,66.0,21.0,18.0,9.0,13.0,7.0,16.0,6.0
9000.0,25.0,181.0,83.0,b'Switzerland',73.0,77.0,67.0,41.0,62.0,65.0,45.0,73.0,62.0,39.0,59.0,64.0,91.0,91.0,81.0,71.0,70.0,73.0,71.0,6.0,10.0,8.0,14.0,8.0
22000.0,28.0,174.0,70.0,b'Spain',73.0,73.0,76.0,47.0,54.0,69.0,56.0,74.0,71.0,78.0,59.0,69.0,79.0,78.0,73.0,59.0,74.0,69.0,68.0,9.0,11.0,11.0,10.0,7.0
23000.0,28.0,183.0,76.0,b'Spain',73.0,73.0,72.0,45.0,65.0,69.0,53.0,69.0,74.0,69.0,60.0,71.0,71.0,73.0,66.0,71.0,69.0,72.0,70.0,10.0,9.0,15.0,11.0,10.0
25000.0,26.0,183.0,75.0,b'Italy',73.0,76.0,65.0,58.0,64.0,77.0,60.0,75.0,64.0,58.0,76.0,77.0,67.0,63.0,65.0,72.0,67.0,69.0,63.0,12.0,6.0,15.0,8.0,8.0
11000.0,25.0,177.0,80.0,b'Madagascar',73.0,77.0,64.0,56.0,63.0,72.0,46.0,66.0,64.0,70.0,69.0,70.0,69.0,67.0,67.0,71.0,71.0,73.0,70.0,9.0,15.0,14.0,10.0,8.0
14000.0,26.0,178.0,68.0,b'Mexico',73.0,76.0,69.0,67.0,52.0,76.0,65.0,72.0,70.0,67.0,73.0,76.0,72.0,70.0,72.0,67.0,73.0,66.0,60.0,7.0,14.0,10.0,8.0,16.0
700.0,31.0,201.0,96.0,b'Croatia',73.0,73.0,15.0,12.0,15.0,18.0,15.0,11.0,18.0,13.0,16.0,15.0,30.0,39.0,26.0,71.0,22.0,17.0,17.0,75.0,73.0,48.0,74.0,74.0
7000.0,25.0,176.0,72.0,b'Sweden',73.0,75.0,78.0,62.0,30.0,67.0,57.0,76.0,73.0,69.0,54.0,73.0,89.0,85.0,89.0,67.0,76.0,48.0,31.0,11.0,7.0,10.0,16.0,14.0
10000.0,25.0,188.0,85.0,b'Serbia',73.0,76.0,43.0,23.0,76.0,67.0,30.0,51.0,31.0,24.0,62.0,66.0,52.0,52.0,55.0,75.0,64.0,75.0,73.0,15.0,7.0,15.0,11.0,11.0
10000.0,28.0,188.0,86.0,b'Sweden',73.0,76.0,15.0,15.0,16.0,34.0,14.0,16.0,17.0,15.0,35.0,20.0,46.0,47.0,47.0,69.0,33.0,14.0,16.0,72.0,71.0,76.0,71.0,74.0
700.0,30.0,188.0,81.0,b'Hungary',73.0,73.0,14.0,15.0,18.0,23.0,16.0,16.0,14.0,19.0,22.0,20.0,27.0,20.0,21.0,67.0,21.0,15.0,18.0,72.0,72.0,70.0,68.0,77.0
20000.0,26.0,186.0,79.0,b'Germany',73.0,75.0,59.0,56.0,66.0,77.0,51.0,68.0,52.0,43.0,74.0,77.0,68.0,64.0,69.0,73.0,65.0,67.0,66.0,14.0,11.0,6.0,15.0,8.0
650.0,25.0,191.0,84.0,b'Czech Republic',73.0,79.0,16.0,15.0,12.0,22.0,19.0,17.0,17.0,22.0,19.0,27.0,42.0,42.0,30.0,59.0,31.0,13.0,15.0,75.0,73.0,72.0,74.0,74.0
9000.0,26.0,182.0,80.0,b'Spain',73.0,74.0,69.0,53.0,65.0,67.0,40.0,67.0,58.0,45.0,52.0,68.0,73.0,73.0,72.0,66.0,67.0,74.0,70.0,7.0,13.0,6.0,9.0,15.0
10000.0,29.0,180.0,64.0,b'Serbia',73.0,73.0,73.0,64.0,56.0,68.0,59.0,72.0,74.0,64.0,66.0,72.0,86.0,85.0,83.0,68.0,71.0,62.0,62.0,15.0,8.0,13.0,11.0,14.0
5000.0,23.0,180.0,76.0,b'Norway',73.0,81.0,64.0,59.0,45.0,77.0,52.0,70.0,66.0,63.0,74.0,73.0,76.0,77.0,72.0,72.0,78.0,66.0,62.0,14.0,11.0,16.0,10.0,8.0
10000.0,24.0,190.0,83.0,b'Argentina',73.0,80.0,29.0,33.0,76.0,70.0,35.0,44.0,30.0,37.0,64.0,64.0,64.0,68.0,62.0,70.0,48.0,74.0,72.0,6.0,7.0,6.0,15.0,8.0
15000.0,25.0,189.0,79.0,b'Norway',73.0,78.0,62.0,62.0,84.0,73.0,55.0,70.0,56.0,48.0,72.0,73.0,69.0,67.0,65.0,75.0,68.0,75.0,66.0,13.0,14.0,10.0,7.0,13.0
10000.0,29.0,181.0,80.0,b'Brazil',73.0,73.0,60.0,74.0,74.0,64.0,69.0,71.0,48.0,62.0,65.0,70.0,79.0,78.0,73.0,71.0,58.0,54.0,41.0,15.0,14.0,7.0,11.0,10.0
11000.0,27.0,189.0,83.0,b'Brazil',73.0,74.0,41.0,79.0,76.0,56.0,73.0,67.0,34.0,35.0,44.0,68.0,74.0,80.0,60.0,66.0,56.0,21.0,24.0,14.0,10.0,9.0,16.0,10.0
13000.0,26.0,188.0,75.0,b'Brazil',73.0,75.0,48.0,58.0,60.0,80.0,68.0,69.0,55.0,52.0,73.0,73.0,66.0,64.0,60.0,70.0,66.0,68.0,62.0,10.0,13.0,7.0,14.0,11.0
25000.0,24.0,194.0,81.0,b'Slovakia',73.0,80.0,15.0,20.0,15.0,28.0,19.0,15.0,13.0,17.0,17.0,21.0,51.0,41.0,43.0,71.0,46.0,17.0,16.0,76.0,70.0,72.0,69.0,75.0
15000.0,26.0,173.0,72.0,b'France',73.0,76.0,75.0,56.0,47.0,60.0,51.0,75.0,54.0,47.0,39.0,75.0,85.0,82.0,78.0,71.0,78.0,73.0,71.0,11.0,12.0,11.0,11.0,7.0
12000.0,30.0,178.0,73.0,b'Argentina',73.0,73.0,75.0,61.0,59.0,75.0,59.0,69.0,83.0,73.0,69.0,73.0,76.0,71.0,75.0,72.0,71.0,70.0,72.0,9.0,11.0,8.0,9.0,10.0
11000.0,28.0,177.0,70.0,b'Portugal',73.0,73.0,71.0,46.0,56.0,71.0,57.0,69.0,67.0,67.0,67.0,71.0,70.0,69.0,71.0,73.0,71.0,71.0,68.0,10.0,15.0,12.0,14.0,15.0
15000.0,32.0,186.0,76.0,b'Turkey',73.0,73.0,59.0,68.0,64.0,72.0,53.0,75.0,62.0,59.0,64.0,76.0,65.0,54.0,69.0,74.0,59.0,73.0,69.0,16.0,11.0,11.0,10.0,14.0
9000.0,32.0,190.0,89.0,b'Morocco',73.0,73.0,21.0,19.0,23.0,30.0,13.0,19.0,25.0,16.0,33.0,31.0,45.0,45.0,43.0,67.0,44.0,21.0,18.0,73.0,72.0,68.0,70.0,75.0
20000.0,28.0,184.0,86.0,b'Argentina',73.0,73.0,42.0,77.0,74.0,63.0,57.0,70.0,33.0,28.0,43.0,75.0,62.0,67.0,71.0,64.0,47.0,22.0,24.0,12.0,10.0,11.0,6.0,12.0
8000.0,24.0,174.0,68.0,b'Spain',73.0,79.0,55.0,51.0,66.0,66.0,56.0,59.0,53.0,56.0,66.0,63.0,63.0,62.0,57.0,72.0,81.0,75.0,80.0,11.0,9.0,7.0,6.0,13.0
19000.0,25.0,180.0,75.0,b'Turkey',73.0,78.0,64.0,62.0,64.0,76.0,59.0,72.0,68.0,52.0,70.0,69.0,74.0,69.0,70.0,68.0,70.0,71.0,75.0,8.0,10.0,10.0,15.0,12.0
12000.0,24.0,175.0,75.0,b'Congo DR',73.0,78.0,69.0,68.0,63.0,76.0,68.0,77.0,73.0,68.0,73.0,79.0,78.0,73.0,74.0,73.0,78.0,68.0,61.0,8.0,7.0,9.0,7.0,8.0
8000.0,23.0,169.0,66.0,b'Spain',73.0,82.0,67.0,66.0,58.0,73.0,74.0,74.0,76.0,65.0,70.0,75.0,79.0,77.0,79.0,75.0,81.0,45.0,40.0,15.0,14.0,12.0,12.0,12.0
16000.0,24.0,178.0,66.0,b'Spain',73.0,77.0,63.0,46.0,58.0,77.0,40.0,69.0,57.0,48.0,75.0,77.0,62.0,65.0,75.0,75.0,65.0,69.0,68.0,13.0,14.0,12.0,8.0,14.0
1000.0,31.0,177.0,76.0,b'Portugal',73.0,73.0,68.0,65.0,70.0,73.0,60.0,73.0,68.0,47.0,73.0,74.0,76.0,76.0,75.0,70.0,74.0,74.0,74.0,11.0,15.0,14.0,12.0,6.0
28000.0,24.0,171.0,67.0,b'Mexico',73.0,80.0,70.0,41.0,55.0,72.0,42.0,68.0,45.0,41.0,70.0,70.0,90.0,90.0,82.0,68.0,77.0,70.0,65.0,8.0,11.0,10.0,6.0,15.0
1000.0,24.0,184.0,78.0,b'Poland',73.0,78.0,50.0,78.0,71.0,70.0,67.0,69.0,61.0,35.0,59.0,75.0,69.0,68.0,72.0,71.0,65.0,21.0,19.0,14.0,12.0,11.0,12.0,7.0
19000.0,27.0,175.0,68.0,b'Spain',73.0,73.0,73.0,69.0,32.0,70.0,43.0,75.0,67.0,68.0,65.0,74.0,83.0,76.0,85.0,71.0,79.0,26.0,28.0,6.0,9.0,10.0,12.0,14.0
13000.0,25.0,173.0,70.0,b'Germany',73.0,76.0,78.0,56.0,58.0,67.0,56.0,72.0,80.0,76.0,59.0,68.0,79.0,79.0,80.0,69.0,84.0,66.0,72.0,15.0,12.0,12.0,13.0,7.0
18000.0,26.0,182.0,70.0,b'Colombia',73.0,74.0,60.0,70.0,65.0,63.0,64.0,75.0,51.0,75.0,69.0,72.0,90.0,91.0,84.0,62.0,70.0,30.0,25.0,14.0,8.0,15.0,12.0,10.0
44000.0,27.0,173.0,72.0,b'Argentina',73.0,73.0,66.0,54.0,46.0,71.0,48.0,78.0,65.0,60.0,68.0,69.0,80.0,78.0,76.0,70.0,76.0,55.0,50.0,9.0,10.0,12.0,15.0,13.0
20000.0,29.0,188.0,83.0,b'Brazil',73.0,73.0,47.0,23.0,73.0,57.0,37.0,47.0,35.0,30.0,52.0,58.0,49.0,49.0,56.0,72.0,47.0,74.0,74.0,14.0,12.0,6.0,7.0,11.0
8000.0,26.0,174.0,64.0,b'Portugal',73.0,76.0,75.0,73.0,68.0,76.0,71.0,77.0,80.0,76.0,74.0,78.0,68.0,67.0,77.0,76.0,75.0,33.0,28.0,14.0,9.0,8.0,11.0,15.0
14000.0,30.0,191.0,83.0,b'China PR',73.0,73.0,16.0,14.0,19.0,30.0,16.0,17.0,20.0,14.0,30.0,24.0,53.0,43.0,33.0,71.0,45.0,13.0,13.0,72.0,70.0,69.0,72.0,74.0
37000.0,26.0,180.0,71.0,b'Turkey',73.0,76.0,64.0,60.0,51.0,77.0,50.0,69.0,66.0,51.0,72.0,70.0,62.0,66.0,65.0,72.0,66.0,70.0,65.0,14.0,8.0,11.0,10.0,7.0
24000.0,29.0,189.0,82.0,b'Italy',73.0,74.0,15.0,30.0,71.0,60.0,15.0,38.0,18.0,23.0,62.0,60.0,60.0,48.0,47.0,72.0,44.0,76.0,73.0,9.0,16.0,6.0,10.0,9.0
14000.0,24.0,181.0,73.0,b'Spain',73.0,78.0,72.0,40.0,59.0,72.0,48.0,68.0,62.0,35.0,56.0,72.0,69.0,69.0,68.0,69.0,59.0,72.0,75.0,9.0,14.0,14.0,8.0,8.0
28000.0,23.0,174.0,74.0,b'Netherlands',73.0,79.0,70.0,70.0,32.0,69.0,60.0,83.0,60.0,49.0,58.0,78.0,87.0,80.0,85.0,64.0,77.0,44.0,27.0,8.0,15.0,11.0,7.0,11.0
47000.0,28.0,180.0,78.0,b'Romania',73.0,73.0,62.0,68.0,75.0,65.0,73.0,70.0,58.0,55.0,53.0,75.0,75.0,72.0,75.0,76.0,68.0,54.0,38.0,8.0,6.0,11.0,15.0,6.0
13000.0,26.0,178.0,70.0,b'Mali',73.0,76.0,71.0,57.0,58.0,75.0,56.0,76.0,73.0,71.0,72.0,75.0,76.0,77.0,78.0,70.0,69.0,61.0,58.0,8.0,11.0,9.0,9.0,13.0
2000.0,25.0,171.0,73.0,b'Colombia',73.0,74.0,69.0,69.0,49.0,77.0,40.0,76.0,69.0,73.0,73.0,72.0,70.0,76.0,84.0,67.0,84.0,46.0,50.0,10.0,14.0,6.0,10.0,16.0
19000.0,24.0,178.0,69.0,b'Spain',73.0,79.0,71.0,73.0,59.0,69.0,49.0,75.0,42.0,41.0,68.0,74.0,79.0,73.0,77.0,65.0,62.0,25.0,31.0,6.0,12.0,12.0,15.0,8.0
14000.0,24.0,177.0,74.0,b'Spain',73.0,80.0,58.0,68.0,60.0,74.0,58.0,67.0,66.0,64.0,72.0,73.0,69.0,68.0,67.0,75.0,74.0,69.0,64.0,8.0,15.0,12.0,11.0,11.0
14000.0,32.0,186.0,80.0,b'Romania',73.0,73.0,71.0,71.0,50.0,74.0,65.0,74.0,85.0,80.0,79.0,78.0,60.0,60.0,63.0,70.0,71.0,45.0,40.0,13.0,14.0,14.0,12.0,13.0
8000.0,28.0,171.0,70.0,b'Spain',73.0,73.0,55.0,43.0,44.0,68.0,49.0,60.0,53.0,55.0,60.0,65.0,78.0,77.0,74.0,70.0,88.0,77.0,74.0,16.0,13.0,14.0,12.0,6.0
27000.0,23.0,187.0,80.0,b'England',73.0,78.0,54.0,73.0,69.0,69.0,70.0,74.0,54.0,42.0,59.0,74.0,69.0,75.0,67.0,72.0,68.0,25.0,22.0,9.0,15.0,14.0,9.0,10.0
700.0,25.0,189.0,78.0,b'Denmark',73.0,76.0,48.0,42.0,80.0,65.0,35.0,49.0,52.0,53.0,64.0,58.0,59.0,63.0,53.0,70.0,59.0,74.0,71.0,15.0,10.0,12.0,11.0,14.0
12000.0,23.0,179.0,70.0,b'Colombia',73.0,80.0,67.0,67.0,46.0,73.0,65.0,82.0,75.0,70.0,68.0,76.0,73.0,72.0,88.0,71.0,90.0,47.0,35.0,8.0,12.0,12.0,8.0,9.0
16000.0,25.0,190.0,78.0,b'Slovenia',73.0,77.0,41.0,44.0,72.0,70.0,39.0,64.0,52.0,29.0,64.0,72.0,50.0,48.0,49.0,67.0,52.0,75.0,74.0,9.0,10.0,12.0,8.0,7.0
11000.0,24.0,175.0,62.0,b'Portugal',73.0,80.0,69.0,67.0,50.0,76.0,67.0,74.0,68.0,55.0,74.0,75.0,70.0,71.0,89.0,76.0,80.0,67.0,59.0,6.0,15.0,15.0,10.0,8.0
8000.0,31.0,176.0,93.0,b'Argentina',73.0,73.0,52.0,76.0,76.0,65.0,73.0,68.0,52.0,48.0,52.0,71.0,59.0,65.0,69.0,68.0,71.0,23.0,22.0,16.0,14.0,15.0,14.0,15.0
20000.0,25.0,184.0,78.0,b'France',73.0,75.0,71.0,70.0,59.0,75.0,68.0,71.0,59.0,36.0,63.0,71.0,88.0,85.0,83.0,69.0,69.0,59.0,46.0,12.0,6.0,15.0,7.0,7.0
11000.0,24.0,182.0,78.0,b'Netherlands',73.0,79.0,74.0,59.0,63.0,74.0,33.0,71.0,59.0,29.0,67.0,75.0,69.0,74.0,65.0,72.0,65.0,70.0,72.0,12.0,12.0,9.0,7.0,9.0
13000.0,27.0,178.0,74.0,b'Bosnia and Herzegovina',73.0,73.0,70.0,59.0,39.0,77.0,60.0,73.0,70.0,67.0,75.0,74.0,76.0,76.0,86.0,69.0,72.0,59.0,54.0,8.0,8.0,7.0,13.0,11.0
8000.0,27.0,180.0,70.0,b'Denmark',73.0,73.0,65.0,58.0,44.0,72.0,62.0,79.0,72.0,72.0,67.0,78.0,78.0,75.0,87.0,68.0,67.0,45.0,40.0,11.0,9.0,15.0,16.0,9.0
11000.0,24.0,181.0,76.0,b'Colombia',73.0,76.0,67.0,70.0,59.0,67.0,65.0,74.0,67.0,59.0,66.0,72.0,82.0,83.0,82.0,71.0,67.0,49.0,48.0,8.0,12.0,12.0,11.0,7.0
19000.0,26.0,179.0,75.0,b'Senegal',73.0,74.0,71.0,70.0,54.0,72.0,68.0,75.0,69.0,61.0,63.0,74.0,77.0,79.0,65.0,69.0,76.0,21.0,16.0,8.0,12.0,7.0,16.0,13.0
9000.0,26.0,180.0,75.0,b'Portugal',73.0,74.0,73.0,66.0,48.0,67.0,66.0,76.0,75.0,64.0,58.0,75.0,78.0,72.0,83.0,70.0,70.0,41.0,39.0,8.0,7.0,16.0,11.0,13.0
8000.0,26.0,176.0,75.0,b'Mexico',73.0,73.0,75.0,52.0,54.0,70.0,47.0,77.0,65.0,70.0,69.0,72.0,92.0,86.0,78.0,60.0,73.0,25.0,24.0,7.0,13.0,15.0,16.0,13.0
23000.0,22.0,183.0,77.0,b'Denmark',73.0,80.0,67.0,72.0,58.0,72.0,62.0,72.0,73.0,70.0,67.0,74.0,83.0,87.0,75.0,72.0,68.0,54.0,44.0,14.0,6.0,11.0,11.0,11.0
750.0,25.0,180.0,76.0,b'Slovakia',73.0,78.0,61.0,59.0,58.0,72.0,44.0,72.0,51.0,43.0,67.0,72.0,81.0,74.0,78.0,72.0,74.0,74.0,74.0,15.0,14.0,12.0,15.0,14.0
1000.0,27.0,169.0,67.0,b'Argentina',73.0,73.0,72.0,68.0,43.0,72.0,44.0,80.0,46.0,47.0,61.0,72.0,78.0,79.0,77.0,66.0,57.0,35.0,34.0,14.0,12.0,10.0,11.0,15.0
31000.0,23.0,175.0,72.0,b'Nigeria',73.0,79.0,67.0,64.0,47.0,67.0,45.0,80.0,45.0,35.0,56.0,72.0,92.0,93.0,83.0,65.0,74.0,38.0,27.0,15.0,13.0,9.0,14.0,13.0
12000.0,26.0,180.0,88.0,b'Ivory Coast',73.0,74.0,62.0,74.0,69.0,59.0,63.0,76.0,55.0,43.0,42.0,65.0,90.0,87.0,86.0,82.0,79.0,26.0,21.0,13.0,12.0,14.0,14.0,9.0
12000.0,30.0,187.0,83.0,b'Croatia',73.0,73.0,42.0,47.0,76.0,59.0,33.0,45.0,29.0,25.0,56.0,48.0,62.0,72.0,56.0,72.0,36.0,76.0,72.0,8.0,11.0,15.0,6.0,8.0
